Date,Open,High,Low,Close,Adj Close,Volume
2022-08-15,6925.000000,6950.000000,6800.000000,6875.000000,6215.034668,35283300
2022-08-16,6875.000000,7050.000000,6875.000000,6975.000000,6305.435059,61907800
2022-08-18,6975.000000,7000.000000,6850.000000,6975.000000,6305.435059,25190000
2022-08-19,6975.000000,7000.000000,6900.000000,6975.000000,6305.435059,32914500
2022-08-22,6875.000000,6925.000000,6800.000000,6925.000000,6260.234863,48266600
2022-08-23,6900.000000,7025.000000,6850.000000,6975.000000,6305.435059,56381000
2022-08-24,6925.000000,7050.000000,6900.000000,7050.000000,6373.235840,30605000
2022-08-25,7050.000000,7050.000000,6950.000000,6975.000000,6305.435059,22793800
2022-08-26,6975.000000,7025.000000,6850.000000,6875.000000,6215.034668,31120500
2022-08-29,6800.000000,6900.000000,6750.000000,6825.000000,6169.834473,29722100
2022-08-30,6850.000000,7025.000000,6850.000000,6900.000000,6237.635254,45566100
2022-08-31,6875.000000,6975.000000,6775.000000,6975.000000,6305.435059,55714900
2022-09-01,6975.000000,7025.000000,6900.000000,6925.000000,6260.234863,36691900
2022-09-02,6950.000000,7000.000000,6875.000000,6925.000000,6260.234863,26077700
2022-09-05,6900.000000,6925.000000,6850.000000,6875.000000,6215.034668,24953800
2022-09-06,6875.000000,6950.000000,6850.000000,6900.000000,6237.635254,18626800
2022-09-07,6800.000000,6875.000000,6625.000000,6650.000000,6011.633789,77218400
2022-09-08,6650.000000,6750.000000,6625.000000,6650.000000,6011.633789,39405200
2022-09-09,6675.000000,6775.000000,6625.000000,6775.000000,6124.634277,31904200
2022-09-12,6775.000000,6975.000000,6725.000000,6975.000000,6305.435059,51563200
2022-09-13,7025.000000,7225.000000,6950.000000,7200.000000,6508.836426,70555900
2022-09-14,7100.000000,7300.000000,7050.000000,7150.000000,6463.636230,56832100
2022-09-15,7125.000000,7225.000000,7050.000000,7050.000000,6373.235840,63346200
2022-09-16,7000.000000,7050.000000,6900.000000,6900.000000,6237.635254,65885100
2022-09-19,6950.000000,7225.000000,6925.000000,7125.000000,6441.036133,52232700
2022-09-20,7150.000000,7250.000000,7100.000000,7175.000000,6486.236328,47337700
2022-09-21,7125.000000,7200.000000,7100.000000,7150.000000,6463.636230,26007500
2022-09-22,7025.000000,7225.000000,7000.000000,7175.000000,6486.236328,26295200
2022-09-23,7100.000000,7175.000000,7050.000000,7150.000000,6463.636230,22258800
2022-09-26,7000.000000,7025.000000,6850.000000,6975.000000,6305.435059,61422800
2022-09-27,7000.000000,7050.000000,6950.000000,6950.000000,6282.835449,42809400
2022-09-28,6950.000000,7000.000000,6800.000000,6800.000000,6147.234375,50825400
2022-09-29,6850.000000,6900.000000,6700.000000,6775.000000,6124.634277,36653400
2022-09-30,6700.000000,6750.000000,6600.000000,6625.000000,5989.033203,71017400
2022-10-03,6650.000000,6700.000000,6600.000000,6625.000000,5989.033203,27280600
2022-10-04,6725.000000,6800.000000,6700.000000,6725.000000,6079.434082,33322400
2022-10-05,6800.000000,6825.000000,6675.000000,6675.000000,6034.233887,31019300
2022-10-06,6675.000000,6750.000000,6600.000000,6600.000000,5966.433594,37002600
2022-10-07,6550.000000,6575.000000,6450.000000,6475.000000,5853.432617,54850200
2022-10-10,6425.000000,6525.000000,6375.000000,6500.000000,5876.032715,34319700
2022-10-11,6400.000000,6575.000000,6400.000000,6525.000000,5898.632813,35320000
2022-10-12,6450.000000,6475.000000,6350.000000,6350.000000,5818.909180,72794100
2022-10-13,6375.000000,6400.000000,6275.000000,6350.000000,5818.909180,44281200
2022-10-14,6500.000000,6500.000000,6350.000000,6350.000000,5818.909180,45496900
2022-10-17,6325.000000,6525.000000,6200.000000,6425.000000,5887.636719,50710300
2022-10-18,6450.000000,6500.000000,6350.000000,6350.000000,5818.909180,42600400
2022-10-19,6425.000000,6525.000000,6400.000000,6525.000000,5979.272949,25542800
2022-10-20,6500.000000,6525.000000,6400.000000,6425.000000,5887.636719,32226200
2022-10-21,6475.000000,6675.000000,6450.000000,6575.000000,6025.090820,52148500
2022-10-24,6575.000000,6700.000000,6575.000000,6650.000000,6093.818359,37202900
2022-10-25,6700.000000,6700.000000,6600.000000,6700.000000,6139.636719,37836000
2022-10-26,6700.000000,6700.000000,6575.000000,6575.000000,6025.090820,36289700
2022-10-27,6575.000000,6675.000000,6525.000000,6650.000000,6093.818359,30429800
2022-10-28,6650.000000,6650.000000,6500.000000,6550.000000,6002.182129,28492900
2022-10-31,6550.000000,6650.000000,6550.000000,6650.000000,6093.818359,45774000
2022-11-01,6650.000000,6675.000000,6475.000000,6575.000000,6025.090820,59240700
2022-11-02,6525.000000,6550.000000,6375.000000,6425.000000,5887.636719,59695600
2022-11-03,6375.000000,6425.000000,6350.000000,6375.000000,5841.818359,29905800
2022-11-04,6350.000000,6425.000000,6350.000000,6425.000000,5887.636719,60465200
2022-11-07,6425.000000,6500.000000,6425.000000,6500.000000,5956.363770,41824000
2022-11-08,6500.000000,6525.000000,6450.000000,6525.000000,5979.272949,35241500
2022-11-09,6525.000000,6550.000000,6475.000000,6550.000000,6002.182129,45144800
2022-11-10,6550.000000,6550.000000,6450.000000,6525.000000,5979.272949,33770400
2022-11-11,6600.000000,6625.000000,6450.000000,6450.000000,5910.545410,50938200
2022-11-14,6450.000000,6475.000000,6300.000000,6300.000000,5773.090820,46011200
2022-11-15,6300.000000,6350.000000,6200.000000,6225.000000,5704.363770,65536000
2022-11-16,6175.000000,6200.000000,6100.000000,6175.000000,5658.545410,60298900
2022-11-17,6200.000000,6300.000000,6050.000000,6300.000000,5773.090820,35165100
2022-11-18,6275.000000,6300.000000,6200.000000,6225.000000,5704.363770,29302300
2022-11-21,6275.000000,6350.000000,6250.000000,6325.000000,5796.000000,19074900
2022-11-22,6325.000000,6350.000000,6225.000000,6225.000000,5704.363770,33102700
2022-11-23,6275.000000,6300.000000,6200.000000,6200.000000,5681.454590,30863200
2022-11-24,6200.000000,6275.000000,6200.000000,6200.000000,5681.454590,21534300
2022-11-25,6175.000000,6200.000000,6125.000000,6175.000000,5658.545410,40948100
2022-11-28,6175.000000,6275.000000,6150.000000,6225.000000,5704.363770,37901700
2022-11-29,6125.000000,6150.000000,6025.000000,6050.000000,5544.000000,121505900
2022-11-30,6050.000000,6200.000000,6025.000000,6050.000000,5544.000000,191276100
2022-12-01,6100.000000,6200.000000,6100.000000,6175.000000,5658.545410,88307900
2022-12-02,6175.000000,6175.000000,6050.000000,6125.000000,5612.727539,51843800
2022-12-05,6075.000000,6100.000000,6000.000000,6025.000000,5521.090820,64357800
2022-12-06,6000.000000,6025.000000,5800.000000,5875.000000,5383.636719,69873000
2022-12-07,5800.000000,5900.000000,5700.000000,5725.000000,5246.182129,116677600
2022-12-08,5650.000000,5800.000000,5550.000000,5675.000000,5200.363770,161238600
2022-12-09,5700.000000,5750.000000,5650.000000,5675.000000,5200.363770,55355700
2022-12-12,5675.000000,5725.000000,5625.000000,5675.000000,5200.363770,92687900
2022-12-13,5700.000000,5900.000000,5675.000000,5825.000000,5337.818359,113893000
2022-12-14,5925.000000,5950.000000,5775.000000,5825.000000,5337.818359,78775300
2022-12-15,5825.000000,5850.000000,5750.000000,5800.000000,5314.909180,61581800
2022-12-16,5775.000000,5800.000000,5700.000000,5775.000000,5292.000000,95271600
2022-12-19,5850.000000,5850.000000,5650.000000,5700.000000,5223.272949,57531200
2022-12-20,5675.000000,5750.000000,5675.000000,5700.000000,5223.272949,25876100
2022-12-21,5700.000000,5725.000000,5650.000000,5700.000000,5223.272949,34940600
2022-12-22,5700.000000,5775.000000,5675.000000,5775.000000,5292.000000,32103400
2022-12-23,5750.000000,5775.000000,5650.000000,5675.000000,5200.363770,31969000
2022-12-26,5675.000000,5725.000000,5625.000000,5650.000000,5177.454590,13540500
2022-12-27,5700.000000,5750.000000,5650.000000,5675.000000,5200.363770,13680300
2022-12-28,5725.000000,5725.000000,5575.000000,5625.000000,5154.545410,29919100
2022-12-29,5600.000000,5675.000000,5550.000000,5650.000000,5177.454590,32241500
2022-12-30,5675.000000,5750.000000,5650.000000,5700.000000,5223.272949,36384500
2023-01-02,5725.000000,5725.000000,5625.000000,5700.000000,5223.272949,12068800
2023-01-03,5675.000000,5700.000000,5625.000000,5650.000000,5177.454590,22854400
2023-01-04,5650.000000,5700.000000,5625.000000,5675.000000,5200.363770,32578900
2023-01-05,5650.000000,5700.000000,5375.000000,5375.000000,4925.454590,106047000
2023-01-06,5400.000000,5525.000000,5350.000000,5450.000000,4994.182129,59754600
2023-01-09,5500.000000,5500.000000,5275.000000,5350.000000,4902.545410,63437700
2023-01-10,5375.000000,5375.000000,5275.000000,5325.000000,4879.636230,62964600
